日付,方法,カテゴリ,カテゴリの内訳,支払元,入金先,品目,メモ,お店,通貨,収入,支出,振替,残高調整,通貨変換前の金額,集計の設定
2022-03-28,payment,食費,食料品,-,-,新鮮使い切りロースハムプ,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,197,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-03-28,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,49,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-03-28,payment,住まい,家電,-,-,0WLLPB10015gH4378税込価格計,,ノジマ　マルイ北千住店,"（プレミアム会員で表示）",0,4378,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-03-28,payment,住まい,家電,-,-,ポイント,,ノジマ　マルイ北千住店,"（プレミアム会員で表示）",0,-297,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-03-28,payment,日用雑貨,消耗品,-,-,らく便座クッション3D&桓ふ,,株式会社東急ハンズ　北千住店,"（プレミアム会員で表示）",0,2200,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-03-28,payment,日用雑貨,消耗品,-,-,割引,,株式会社東急ハンズ　北千住店,"（プレミアム会員で表示）",0,-110,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-03-28,payment,日用雑貨,消耗品,-,-,割引,,株式会社東急ハンズ　北千住店,"（プレミアム会員で表示）",0,-23,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-03-28,payment,日用雑貨,消耗品,-,-,ポリエステルダブルファスナーケース・M,,無印良品ルミネ北千住店,"（プレミアム会員で表示）",0,590,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-03-28,payment,日用雑貨,消耗品,-,-,ステンレス箸立て/小,,無印良品ルミネ北千住店,"（プレミアム会員で表示）",0,850,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-03-28,payment,交通,電車,PASMO,-,,"六町 - 北千住",-,"（プレミアム会員で表示）",0,210,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-03-28,payment,交通,電車,PASMO,-,,"北千住 - 六町",-,"（プレミアム会員で表示）",0,210,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-03-29,payment,食費,食料品,-,-,玉ねぎ(袋),,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,197,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-03-29,payment,食費,食料品,-,-,アメリカ産三元豚こまぎれ,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,229,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-03-29,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,34,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-03-30,payment,食費,食料品,-,-,ふんわりした食パン8枚,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,67,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-03-30,payment,食費,食料品,-,-,午後の紅茶レモンティー,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,69,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-03-30,payment,食費,食料品,-,-,麦茶500mlビッグ・エ,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,43,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-03-30,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,14,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-03-31,payment,水道・光熱,電気料金,-,-,,,ENEOS株式会社,"（プレミアム会員で表示）",0,171,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-04-01,payment,食費,食料品,-,-,"エースジャパン ほっかほかごはん5kg",,マルヤス,"（プレミアム会員で表示）",0,999,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-04-01,payment,食費,食料品,-,-,外税,,マルヤス,"（プレミアム会員で表示）",0,79,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-04-01,payment,食費,食料品,-,-,トマトケチヤツプチユーブ5,,ウエルシア薬局　足立南花畑店,"（プレミアム会員で表示）",0,185,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-04-01,payment,食費,食料品,-,-,"ブルドツク チユウノウS ホ",,ウエルシア薬局　足立南花畑店,"（プレミアム会員で表示）",0,188,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-04-01,payment,食費,食料品,-,-,外税,,ウエルシア薬局　足立南花畑店,"（プレミアム会員で表示）",0,29,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-04-01,payment,食費,食料品,-,-,麦茶500mlビッグ・エ,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,43,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-04-01,payment,食費,食料品,-,-,ファミリーパン粉200g,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,87,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-04-01,payment,食費,食料品,-,-,ふんわりした食パン8枚,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,67,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-04-01,payment,食費,食料品,-,-,"農場指定白いたまご 6",,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,137,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-04-01,payment,食費,食料品,-,-,外税,,ビッグ・エー　足立南花畑店,"（プレミアム会員で表示）",0,26,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-04-01,payment,交通,電車,PASMO,-,,"六町 - 北千住",-,"（プレミアム会員で表示）",0,210,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-04-01,income,その他,-,-,PASMO,,チャージ,-,"（プレミアム会員で表示）",1000,0,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-04-01,payment,交通,電車,PASMO,-,,"北千住 - 六町",-,"（プレミアム会員で表示）",0,210,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-04-02,payment,日用雑貨,消耗品,-,-,テヌイイトメン30バン,,ウエルシア薬局　足立南花畑店,"（プレミアム会員で表示）",0,270,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
2022-04-02,payment,日用雑貨,消耗品,-,-,外税,,ウエルシア薬局　足立南花畑店,"（プレミアム会員で表示）",0,27,"（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）","（プレミアム会員で表示）"
